Timestamp	Open	High	Low	Close	Volume
2024-06-10 14:00:00	1.07403	1.07404	1.0735	1.07381	4769
2024-06-10 14:30:00	1.07381	1.07447	1.07337	1.07337	4643
2024-06-10 15:00:00	1.07337	1.07445	1.07332	1.07424	4709
2024-06-10 15:30:00	1.07425	1.07502	1.07413	1075	2333
2024-06-10 16:00:00	1.07501	1.07587	1075	1.07574	3482
2024-06-10 16:30:00	1.07573	1.07587	1.07537	1.07541	5802
2024-06-10 17:00:00	1.0754	1.0759	1.07504	1.07582	5548
2024-06-10 17:30:00	1.07582	1.07604	1.07571	1.07595	2727
2024-06-10 18:00:00	1.07594	1.07615	1.07572	1.07581	4346
2024-06-10 18:30:00	1.07582	1.07623	1.07566	1.07616	4728
2024-06-10 19:00:00	1.07616	1.07656	1.07611	1.07637	3532
2024-06-10 19:30:00	1.07637	1.07644	1.07623	1.0763	2327
2024-06-10 20:00:00	1.07629	1.07641	1.07613	1.07637	1065
2024-06-10 20:30:00	1.07637	1.07664	1.07633	1.07648	993
2024-06-10 21:00:00	1.07642	1.07648	1.07594	1.07629	879
2024-06-10 21:30:00	1.0763	1.07655	1.07618	1.07654	984
2024-06-10 22:00:00	1.07653	1.07681	1.07648	1.07657	664
2024-06-10 22:30:00	1.07656	1.07656	1.07643	1.07652	591
2024-06-10 23:00:00	1.07652	1.07653	1.0763	1.07632	1254
2024-06-10 23:30:00	1.07633	1.07637	1.07626	1.07633	990
2024-06-11 00:00:00	1.07635	1.07643	1.07612	1.07622	2598
2024-06-11 00:30:00	1.07623	1.07648	1.07616	1.07636	2181
2024-06-11 01:00:00	1.07637	1.07648	1.07623	1.07647	2524
2024-06-11 01:30:00	1.07646	1.07681	1.07631	1.07667	3160
2024-06-11 02:00:00	1.07668	1.07682	1.07648	1.07674	2002
2024-06-11 02:30:00	1.07675	1.07688	1.07669	1.07678	1867
2024-06-11 03:00:00	1.07678	1.0769	1.07666	1.07672	2307
2024-06-11 03:30:00	1.07672	1.07689	1.07665	1.07685	1383
2024-06-11 04:00:00	1.07683	1.07705	1.07677	1.07695	1296
2024-06-11 04:30:00	1.07696	1.07698	1.07679	1.07683	1815
2024-06-11 05:00:00	1.07682	1.07699	1.0768	1.07682	2162
2024-06-11 05:30:00	1.07682	1.07693	1.07642	1.07655	2971
2024-06-11 06:00:00	1.07654	1.07709	1.07654	1.07707	3171
2024-06-11 06:30:00	1.07707	1.07734	1.07674	1.07681	3160
2024-06-11 07:00:00	1.0768	1.07694	1.0761	1.07629	5969
2024-06-11 07:30:00	1.07629	1.07687	1.07625	1.0764	4595
2024-06-11 08:00:00	1.07639	1.07645	1.07571	1.07587	5555
2024-06-11 08:30:00	1.07588	1.07605	1.07435	1.07452	8140
2024-06-11 09:00:00	1.07451	1.07523	1.07403	1.0741	8168
2024-06-11 09:30:00	1.0741	1.07537	1.07409	1.07507	8347
2024-06-11 10:00:00	1.07507	1.07563	1.0742	1.07431	8285
2024-06-11 10:30:00	1.07431	1.07456	1.07365	1.07409	6538
2024-06-11 11:00:00	1.07411	1.07415	1.07248	1.07329	7149
2024-06-11 11:30:00	1.07327	1.07336	1.07237	1.07289	5946
2024-06-11 12:00:00	1.0729	1.07325	1.07242	1.07279	7542
2024-06-11 12:30:00	1.07281	1.07363	1.07264	1.07323	6315
2024-06-11 13:00:00	1.07323	1.07366	1.07209	1.07228	10200
2024-06-11 13:30:00	1.07227	1.07295	1.07194	1.07239	8652
2024-06-11 14:00:00	1.0724	1.07293	1.07197	1.07251	5036
2024-06-11 14:30:00	1.07252	1.07289	1.07208	1.07224	4643
2024-06-11 15:00:00	1.07223	1.0729	1.0722	1.07284	7210
2024-06-11 15:30:00	1.07285	1.07335	1.07278	1.07323	3830
2024-06-11 16:00:00	1.07324	1.07379	1.07324	1.07344	2177
2024-06-11 16:30:00	1.07344	1.07388	1.07336	1.07372	1612
2024-06-11 17:00:00	1.07372	1.0743	1.07366	1.07382	4213
2024-06-11 17:30:00	1.0738	1.07431	1.07369	1.07422	2133
2024-06-11 18:00:00	1.07421	1.07446	1.07406	1.07434	1641
2024-06-11 18:30:00	1.07435	1.07452	1.07418	1.07436	1200
2024-06-11 19:00:00	1.07435	1.07493	1.07434	1.07464	1798
2024-06-11 19:30:00	1.07464	1.07464	1.07401	1.07401	2887
2024-06-11 20:00:00	1.07401	1.07418	1.07396	1.07397	595
2024-06-11 20:30:00	1.07397	1.07413	1.0739	1.07403	638
2024-06-11 21:00:00	1.07404	1.07415	1.07392	1074	680
2024-06-11 21:30:00	1074	1.07422	1074	1.07416	1771
2024-06-11 22:00:00	1.07415	1.07427	1.07409	1.0742	397
2024-06-11 22:30:00	1.0742	1.0742	1.07407	1.07407	541
2024-06-11 23:00:00	1.07408	1.07414	1.07393	1.07396	1112
2024-06-11 23:30:00	1.07397	1.07401	1.07391	1.07399	1127
2024-06-12 00:00:00	1.07398	1.07398	1.07373	1.07376	3741
2024-06-12 00:30:00	1.07376	1.07386	1.07348	1.07359	3079
2024-06-12 01:00:00	1.07359	1.07381	1.07346	1.07371	3812
2024-06-12 01:30:00	1.07371	1.07417	1.07369	1.07398	3389
2024-06-12 02:00:00	1.07399	1.07426	1.07392	1.07416	2741
2024-06-12 02:30:00	1.07417	1.07426	1.07406	1.07418	3132
2024-06-12 03:00:00	1.07418	1.07432	1.0741	1.07415	2551
2024-06-12 03:30:00	1.07416	1.07427	1074	1.07402	2754
2024-06-12 04:00:00	1.07401	1.07405	1.0738	1.07381	1348
2024-06-12 04:30:00	1.07382	1.07382	1.07364	1.07366	2099
2024-06-12 05:00:00	1.07364	1.07399	1.0736	1.07397	3022
2024-06-12 05:30:00	1074	1.0746	1.07398	1.07458	2267
2024-06-12 06:00:00	1.0746	1.07464	1.07411	1.07449	2944
2024-06-12 06:30:00	1.07449	1.0747	1.07389	1.07414	3180
2024-06-12 07:00:00	1.07415	1.07431	1.07355	1.07419	5618
2024-06-12 07:30:00	1.07418	1.07454	1.0739	1.07444	3602
2024-06-12 08:00:00	1.07445	1.07526	1.07444	1.0752	2599
2024-06-12 08:30:00	1.0752	1.07539	1.07453	1.07466	4938
2024-06-12 09:00:00	1.07466	1.07538	1.07441	1.07522	4001
2024-06-12 09:30:00	1.07521	1.07528	1.07478	1.07526	3691
