Timestamp	Open	High	Low	Close	Volume
2025-02-10 19:20:00	1.03075	1.0308	1.03055	1.03055	248
2025-02-10 19:25:00	1.03056	1.03073	1.03052	1.0307	232
2025-02-10 19:30:00	1.03069	1.0308	1.0306	1.0307	320
2025-02-10 19:35:00	1.0307	1.03094	1.0307	1.03091	192
2025-02-10 19:40:00	1.03091	1.03097	1.0308	1.03085	124
2025-02-10 19:45:00	1.03084	1.03089	1.03062	1.03063	202
2025-02-10 19:50:00	1.03061	1.03081	1.0306	1.03075	254
2025-02-10 19:55:00	1.03076	1.03082	1.03061	1.03066	240
2025-02-10 20:00:00	1.03067	1.03083	1.03056	1.03064	187
2025-02-10 20:05:00	1.03066	1.03077	1.03064	1.03076	164
2025-02-10 20:10:00	1.03075	1.03076	1.03059	1.03068	374
2025-02-10 20:15:00	1.03069	1.0307	1.03048	1.03057	195
2025-02-10 20:20:00	1.03055	1.03062	1.03048	1.03055	180
2025-02-10 20:25:00	1.03056	1.03062	1.0305	1.03052	180
2025-02-10 20:30:00	1.03052	1.03064	1.0305	1.03056	97
2025-02-10 20:35:00	1.03057	1.03059	1.03048	1.03052	141
2025-02-10 20:40:00	1.03053	1.03063	1.0305	1.03062	80
2025-02-10 20:45:00	1.03061	1.03061	1.03048	1.03058	128
2025-02-10 20:50:00	1.0306	1.03067	1.03049	1.03062	151
2025-02-10 20:55:00	1.0306	1.03081	1.0306	1.03067	395
2025-02-10 21:00:00	1.03066	1.03071	1.03054	1.0307	255
2025-02-10 21:05:00	1.0307	1.03081	1.03069	1.0308	66
2025-02-10 21:10:00	1.0308	1.0308	1.03073	1.03074	30
2025-02-10 21:15:00	1.03073	1.03075	1.0307	1.03072	95
2025-02-10 21:20:00	1.03072	1.03072	1.03061	1.03061	155
2025-02-10 21:25:00	1.03059	1.03065	1.03051	1.03054	82
2025-02-10 21:30:00	1.03054	1.03056	1.03049	1.03051	54
2025-02-10 21:35:00	1.03053	1.03058	1.03053	1.03055	28
2025-02-10 21:40:00	1.03057	1.03067	1.03056	1.03067	27
2025-02-10 21:45:00	1.03068	1.0307	1.0305	1.03054	54
2025-02-10 21:50:00	1.03053	1.03062	1.03049	1.03061	35
2025-02-10 21:55:00	1.03061	1.03068	1.03061	1.03062	242
2025-02-10 22:00:00	1.03061	1.0307	1.0304	1.03069	32
2025-02-10 22:05:00	1.03069	1.03073	1.03068	1.03073	110
2025-02-10 22:10:00	1.03075	1.03075	1.03065	1.03067	89
2025-02-10 22:15:00	1.03067	1.03089	1.03063	1.03066	48
2025-02-10 22:20:00	1.03064	1.03066	1.03049	1.03051	81
2025-02-10 22:25:00	1.03051	1.03059	1.03051	1.03054	204
2025-02-10 22:30:00	1.03053	1.03059	1.03053	1.03058	56
2025-02-10 22:35:00	1.03059	1.03066	1.03056	1.03056	160
2025-02-10 22:40:00	1.03056	1.03061	1.03049	1.03057	264
2025-02-10 22:45:00	1.03056	1.03056	1.03031	1.03047	341
2025-02-10 22:50:00	1.03047	1.0305	1.03029	1.03036	95
2025-02-10 22:55:00	1.03037	1.03062	1.03025	1.03049	132
2025-02-10 23:00:00	1.03042	1.03075	1.03037	1.03056	408
2025-02-10 23:05:00	1.03057	1.03066	1.03043	1.03053	301
2025-02-10 23:10:00	1.03058	1.0306	1.03029	1.03039	511
2025-02-10 23:15:00	1.03041	1.03041	1.03002	1.03008	530
2025-02-10 23:20:00	1.03009	1.0301	1.03004	1.03005	123
2025-02-10 23:25:00	1.03002	1.03005	1.02983	1.02997	470
2025-02-10 23:30:00	1.02999	1.03003	1.02982	1.02985	211
2025-02-10 23:35:00	1.02987	1.03002	1.02983	1.02999	137
2025-02-10 23:40:00	1.02999	1.03006	1.02992	1.03002	179
2025-02-10 23:45:00	1.03002	1.03013	1.03	1.03002	101
2025-02-10 23:50:00	1.03002	1.03004	1.02989	1.03004	91
2025-02-10 23:55:00	1.03004	1.03013	1.03	1.03005	58
2025-02-11 00:00:00	1.03006	1.03018	1.02997	1.03005	253
2025-02-11 00:05:00	1.03004	1.03014	1.02997	1.0301	184
2025-02-11 00:10:00	1.0301	1.03015	1.03002	1.03002	206
2025-02-11 00:15:00	1.03003	1.03005	1.02993	1.03002	156
2025-02-11 00:20:00	1.03001	1.03017	1.03001	1.03014	53
2025-02-11 00:25:00	1.03016	1.03042	1.03016	1.03042	88
2025-02-11 00:30:00	1.03042	1.0305	1.03034	1.03039	83
2025-02-11 00:35:00	1.0304	1.03065	1.0304	1.03061	153
2025-02-11 00:40:00	1.03061	1.03063	1.03049	1.03052	89
2025-02-11 00:45:00	1.0305	1.0305	1.0303	1.03043	69
2025-02-11 00:50:00	1.03041	1.03047	1.03036	1.03047	48
2025-02-11 00:55:00	1.03047	1.0305	1.03033	1.03045	58
2025-02-11 01:00:00	1.03045	1.03045	1.0302	1.0303	413
2025-02-11 01:05:00	1.03029	1.03044	1.03024	1.03032	504
2025-02-11 01:10:00	1.03032	1.03032	1.03004	1.03019	594
2025-02-11 01:15:00	1.03017	1.03025	1.03	1.03016	823
2025-02-11 01:20:00	1.03016	1.03027	1.03003	1.03009	615
2025-02-11 01:25:00	1.03008	1.03023	1.03003	1.03019	438
2025-02-11 01:30:00	1.03017	1.03025	1.03004	1.03013	342
2025-02-11 01:35:00	1.03012	1.03021	1.02999	1.0302	491
2025-02-11 01:40:00	1.0302	1.03035	1.03016	1.03032	305
2025-02-11 01:45:00	1.03033	1.03038	1.03015	1.03016	286
2025-02-11 01:50:00	1.03016	1.03032	1.03013	1.03016	278
2025-02-11 01:55:00	1.03017	1.0302	1.03011	1.03018	260
2025-02-11 02:00:00	1.03018	1.03027	1.03013	1.03023	478
2025-02-11 02:05:00	1.03023	1.03026	1.03009	1.03015	501
2025-02-11 02:10:00	1.03015	1.03019	1.02998	1.02998	546
2025-02-11 02:15:00	1.02999	1.03009	1.02985	1.02997	610
2025-02-11 02:20:00	1.02999	1.03012	1.02995	1.03004	591
2025-02-11 02:25:00	1.03004	1.03016	1.02994	1.02999	848
2025-02-11 02:30:00	1.03	1.03001	1.02963	1.02963	655
2025-02-11 02:35:00	1.02963	1.02988	1.02961	1.02965	679
2025-02-11 02:40:00	1.02966	1.02972	1.02952	1.02964	422
2025-02-11 02:45:00	1.02965	1.0297	1.02947	1.02947	425
2025-02-11 02:50:00	1.02948	1.02958	1.02937	1.02943	441
2025-02-11 02:55:00	1.02944	1.02944	1.0292	1.02928	595
2025-02-11 03:00:00	1.02927	1.02938	1.02922	1.02933	321
2025-02-11 03:05:00	1.02933	1.02937	1.02923	1.02935	487
2025-02-11 03:10:00	1.02933	1.02933	1.02919	1.02931	434
2025-02-11 03:15:00	1.0293	1.02956	1.02925	1.02956	319
2025-02-11 03:20:00	1.02954	1.02961	1.02951	1.02955	214
2025-02-11 03:25:00	1.02954	1.02968	1.02951	1.02955	420
2025-02-11 03:30:00	1.02954	1.02982	1.02952	1.02981	382
2025-02-11 03:35:00	1.02981	1.03	1.02981	1.02996	397
2025-02-11 03:40:00	1.02995	1.03003	1.02989	1.03003	315
2025-02-11 03:45:00	1.03004	1.03004	1.02988	1.02999	443
2025-02-11 03:50:00	1.03001	1.03003	1.02986	1.02988	394
2025-02-11 03:55:00	1.02988	1.02992	1.02977	1.02981	360
2025-02-11 04:00:00	1.02979	1.03004	1.02974	1.03002	242
2025-02-11 04:05:00	1.03003	1.03012	1.02993	1.03005	287
2025-02-11 04:10:00	1.03003	1.03009	1.02997	1.03005	243
2025-02-11 04:15:00	1.03004	1.03025	1.03004	1.03017	289
2025-02-11 04:20:00	1.03018	1.03022	1.03003	1.03015	540
2025-02-11 04:25:00	1.03014	1.03025	1.03014	1.03019	444
2025-02-11 04:30:00	1.03018	1.03026	1.03016	1.03021	215
2025-02-11 04:35:00	1.0302	1.03026	1.03007	1.03025	344
2025-02-11 04:40:00	1.03025	1.03037	1.03024	1.03031	266
2025-02-11 04:45:00	1.03032	1.03035	1.03029	1.03032	276
2025-02-11 04:50:00	1.03034	1.03039	1.03027	1.03038	375
2025-02-11 04:55:00	1.03037	1.03041	1.03034	1.0304	564
2025-02-11 05:00:00	1.03041	1.03044	1.03034	1.03044	469
2025-02-11 05:05:00	1.03043	1.03057	1.03042	1.03052	370
2025-02-11 05:10:00	1.03053	1.03056	1.03042	1.03046	262
2025-02-11 05:15:00	1.03046	1.03056	1.03044	1.03053	564
2025-02-11 05:20:00	1.03053	1.03058	1.03031	1.03034	449
2025-02-11 05:25:00	1.03036	1.0304	1.03034	1.03035	227
2025-02-11 05:30:00	1.03039	1.03042	1.03029	1.03031	296
2025-02-11 05:35:00	1.03032	1.03038	1.03019	1.03035	508
2025-02-11 05:40:00	1.03034	1.03051	1.03033	1.03036	435
2025-02-11 05:45:00	1.03034	1.03039	1.03029	1.03035	205
2025-02-11 05:50:00	1.03034	1.03042	1.03026	1.0304	319
2025-02-11 05:55:00	1.03038	1.03056	1.03034	1.03046	455
2025-02-11 06:00:00	1.03045	1.03061	1.0304	1.03055	197
2025-02-11 06:05:00	1.03057	1.03068	1.03047	1.03054	442
2025-02-11 06:10:00	1.03052	1.03063	1.03044	1.03055	297
2025-02-11 06:15:00	1.03054	1.0306	1.03047	1.03055	265
2025-02-11 06:20:00	1.03054	1.03081	1.03054	1.03079	290
2025-02-11 06:25:00	1.0308	1.03093	1.03078	1.03087	423
2025-02-11 06:30:00	1.03086	1.03103	1.03081	1.03084	343
