	winter	trans	summer	mean	std
0	0.012705908472462354	0.39187338037306996	0.06084291381156579	5840.059821949184	2419.8527887598684
1	0.31902508846235794	0.13693867251373193	0.14819864008832087	5840.059821949184	2419.8527887598684
2	-0.08770850344802869	-0.14025056229128852	-0.19190267426819602	5840.059821949184	2419.8527887598684
3	-0.189160955903128	-0.21283467069602774	-0.1314873239002989	5840.059821949184	2419.8527887598684
4	-0.30132342625148434	-0.3037138707596764	-0.40467438661778765	5840.059821949184	2419.8527887598684
5	-0.2057726757785621	-0.28300127666955643	-0.2552989311946935	5840.059821949184	2419.8527887598684
6	-0.18099327585864794	-0.10820020649386436	-0.10669410977692673	5840.059821949184	2419.8527887598684
7	-0.03480928002091466	-0.014330859955470121	-0.02660369925379258	5840.059821949184	2419.8527887598684
8	-0.06461136839655712	-0.027690586455667354	0.027225254279050426	5840.059821949184	2419.8527887598684
9	-0.07421939087957563	-0.09424717353619039	-0.020392860300810556	5840.059821949184	2419.8527887598684
10	0.12157419989892637	0.08989921128811484	0.08911860663445847	5840.059821949184	2419.8527887598684
11	0.12318328538465773	0.044291360171334504	0.17115040911249935	5840.059821949184	2419.8527887598684
12	0.1442262321167309	0.3447730390358019	0.8784746435134743	5840.059821949184	2419.8527887598684
13	-0.08696896121568853	-0.17328976218450748	-0.18089977058339446	5840.059821949184	2419.8527887598684
14	1.1333876435539492	1.2036712135492562	0.7812034694497274	5840.059821949184	2419.8527887598684
15	0.06839345108185302	-0.009593263615917058	-0.40985681617326675	5840.059821949184	2419.8527887598684
16	0.8135892075807454	0.49060835663826474	-0.10116068840155407	5840.059821949184	2419.8527887598684
17	-0.478946036856871	-0.5864465360479874	-0.28556802153408833	5840.059821949184	2419.8527887598684
18	-0.14050877396449246	-0.04432973322579803	-0.10706933113759948	5840.059821949184	2419.8527887598684
19	-0.32361873758555393	-0.20561758468343794	-0.23954165317483908	5840.059821949184	2419.8527887598684
20	-0.1747813543220026	-0.12255763241011702	-0.07207177861092928	5840.059821949184	2419.8527887598684
21	-0.2358078374912176	-0.19139298857109788	-0.0572459147573991	5840.059821949184	2419.8527887598684
22	-0.05235873129532806	-0.03211234303925034	0.11629936302068483	5840.059821949184	2419.8527887598684
23	-0.044448601265980485	-0.03412250073846221	0.1333338168204879	5840.059821949184	2419.8527887598684
24	0.0929826064025133	0.9864708699646311	0.7047431152652268	5840.059821949184	2419.8527887598684
25	0.12160484478711475	1.1127920134856075	1.2870812826868319	5840.059821949184	2419.8527887598684
26	0.8030642750883631	-0.6367270444890738	-0.7127429019790483	5840.059821949184	2419.8527887598684
27	1.2047960888438147	0.6970229201451787	0.7181124374327637	5840.059821949184	2419.8527887598684
28	-0.5295788563511952	-0.04215427621504997	-0.018513388283449617	5840.059821949184	2419.8527887598684
29	0.6986049336963074	-0.5961608223741357	-0.3162951174984845	5840.059821949184	2419.8527887598684
30	0.13866920884138834	-0.5073596707983659	-0.6010955337198419	5840.059821949184	2419.8527887598684
31	-0.413648449641169	0.185214926802447	-0.7287555997412799	5840.059821949184	2419.8527887598684
32	-0.7348103651807958	-0.4869009292223896	-0.45536359549136946	5840.059821949184	2419.8527887598684
33	-0.8287964499988026	-0.35658603626377117	-0.24882190381454367	5840.059821949184	2419.8527887598684
34	-0.4968107425144671	-0.12916665309812886	-0.004273358203668365	5840.059821949184	2419.8527887598684
35	-0.248211388679086	-0.3685171044285522	-0.2175958980353221	5840.059821949184	2419.8527887598684
36	0.077615698886004	0.3420515039423018	0.17101585668515296	5840.059821949184	2419.8527887598684
37	-0.3232403625791901	0.18974589900258038	-0.02057263583745972	5840.059821949184	2419.8527887598684
38	0.19810634261751403	-0.20121058696695648	-0.21591533261820262	5840.059821949184	2419.8527887598684
39	-0.10355095162633726	-0.304608258106022	-0.05097715098595823	5840.059821949184	2419.8527887598684
40	-0.23857677532580462	-1.3531460677789267	-0.7069548259066933	5840.059821949184	2419.8527887598684
41	-0.18195740196573285	-0.007586057690124992	0.04329960993572035	5840.059821949184	2419.8527887598684
42	-0.8994680085030421	-0.4692522759425226	-0.16695073220729184	5840.059821949184	2419.8527887598684
43	0.0638529619033874	0.14912359319265667	0.04494265563281363	5840.059821949184	2419.8527887598684
44	-0.16123482233415398	0.3368032508010399	0.21415290094267014	5840.059821949184	2419.8527887598684
45	0.13433997956273025	0.038402572197871576	-0.1338442805641522	5840.059821949184	2419.8527887598684
46	0.5262242556716268	0.3423348741906488	0.2594835451795774	5840.059821949184	2419.8527887598684
47	-0.0313251546644544	0.2128287671491872	0.14690824754696052	5840.059821949184	2419.8527887598684
