	winter	trans	summer
0	96.4358999413719	172.30665770006732	103.98148332108161
1	-13.515423057039456	-24.903684678455008	-22.999902600564923
2	-1.0620280152230634	-9.030518284661923	-6.617038002066764
3	4.74080638015063	-6.398669655122546	-2.1690864808859374
4	3.0995231502845826	-15.610999536536369	-5.838663090571487
5	-15.55005248849291	-2.4988558352402777	-7.8308501314636345
6	26.2928357420612	42.546000751032665	7.919301415236362
7	-5.181156886060009	-18.275816649104314	-8.662770206766908
8	-7.227293683725222	16.399387541300683	2.3795359904818554
9	-0.24649147219021472	20.880642481307106	-0.6658605147855639
10	49.76286317803198	48.361970217640334	44.40421798175581
11	-6.956382893791414	-17.568715256331075	-6.457192905627323
12	31.370305751794746	5.985107479042767	9.992743615552072
13	-20.16611874333239	-25.920197958552436	-8.593317727176
14	-12.49164814486548	2.6245153593796573	-3.7565189048239773
15	20.976689104961338	26.410927056088354	10.239849051126683
16	-10.108452046678181	-9.338360384385467	-11.455624677704279
17	-11.134833070640482	-17.28877168069785	-8.0344972863126
18	34.65067156839032	49.46961800232998	45.02681290253037
19	-11.495557056446657	3.626369118431313	-11.406964212716943
20	-5.309456158924505	-13.89493685919004	-7.176115270873964
21	-2.699149817818096	-17.672750678129745	-4.200418008247183
22	-1.347370116657629	21.48880326129445	1.2807056853426388
23	2.991292316484433	-5.240174672489076	-5.685642094477373
24	2.988957622709137	-1.5910744603444158	11.06913580246912
25	-5.9489727180868925	-5.698230393848263	-13.13385056576928
26	-2.16363012369996	-6.36140295854895	-1.7287268074216229
27	-9.534490165276225	0.8038405716199719	-3.7721845336527764
28	-4.773033532433715	0.48731863993796765	-11.59508538334552
29	-2.307362094870143	-14.443954590543385	-10.11586793810173
30	5.028767521509309	6.222222222222214	18.18847489953002
31	1.2906342742770391	-11.121217633860894	-6.048555579569182
32	1.1634465977133601	6.154056082417952	-5.924210590887469
33	-6.393638927475195	-3.1493026544122387	-4.256324986958774
34	0.8382802662349462	10.27274537129206	0.5635673301210602
35	5.3946053946054064	8.473250285851847	1.472978464038988
36	-2.6286391333784707	4.421636615811366	10.648379884539679
37	-8.722860569819375	-24.636064180214646	-10.21623740877014
38	-0.5294330495724608	1.3535424744448363	5.171226549772413
39	-10.710331799241544	-2.0310217708840526	-14.827531140210795
40	2.0970082970472816	-7.476038338658142	3.2623980500609377
41	1.5670190501883496	9.837323511356658	-4.372219700408536
42	8.926614420710905	0.5030040519770722	10.834108644881994
43	-13.726792968601686	2.2799944390379494	-4.106350538776496
44	2.664642330626876	-13.524534456979737	-8.32856938688009
45	0.8533690866595407	4.589751650424404	3.6130490704291276
46	-0.49550350885803596	2.667568379921846	-2.5315979536563162
47	-5.958610084787395	7.677669618678195	1.8196904789471517
48	10.446710421729165	-7.84393692224036	9.568842983037996
49	-13.196800526391556	-6.033338250479417	-8.57577749334071
50	-9.231315882979985	-6.538461538461547	-5.620932344483123
51	4.384362440628422	-9.087091626774153	2.0366843740603287
52	0.3825191259562928	22.20785219399538	-0.9115734464941738
53	0.024418130834447993	-8.579635648953058	-0.7137617225449588
54	1.4098220606951628	3.365305109971885	11.052978413243608
55	-8.37773467233039	9.023278137748974	-7.841832697978859
56	5.539327348251376	-9.413750091716182	3.91211878792609
57	2.69507643085673	-5.58885468977806	-11.54048370136698
58	-6.184474098777343	5.5507892930679645	5.461685417108896
59	20.002662761283446	9.127854994716742	15.0836302155667
60	22.253533627709842	26.4635781319827	22.526540392115706
61	-18.15536073584363	-29.830967665940292	-10.59280300326877
62	-3.588831818780463	5.397011918751048	-2.7715690657130096
63	2.292648498508754	-9.779405909054702	1.1921182266009822
64	0.3605608724682696	5.914025951098935	0.4056729302567277
65	3.6924509890889823	10.44253687807317	5.160320641282567
66	5.66760057317623	-5.1388469664956204	5.431157694140083
67	-6.486935049689322	-16.33919338159255	2.0305234464965167
68	6.817886671572666	14.728534753256639	-3.0716040916623797
69	-6.105122386124165	6.679927067793784	2.387760516463757
70	6.517188545285848	19.25885643256683	10.691561339360263
71	35.16278692842238	32.55813953488371	22.147659734956378
72	-4.157985460541113	3.7299130178387117	74.76124059069664
73	-12.237844262679658	-16.65719158612849	-22.723146563015945
74	5.116187896500122	-11.920190995907234	-2.3761658112785256
75	-3.248173326326139	3.865763149403037	-6.269129202367779
76	2.5967654325313987	12.60096930533119	-0.6978787931004717
77	4.8827557938961235	-0.29798035536917666	-0.2637606718956107
78	-0.6578518856249644	-8.2687624529555	5.802421880437066
79	-4.981313926042489	2.7874984916133627	-2.1353044679416655
80	-2.3029550276872044	5.007043907020417	3.5379122033186263
81	5.553201257195326	-5.433506624182456	-0.14768411827712669
82	1.5818919273620082	8.068806525979781	-5.378126676093416
83	11.936441159942888	17.186303467891932	16.822116871070804
84	82.13261147808691	52.217139656460034	54.02248149210061
85	-19.02246346960041	-29.097543773573335	-14.99145609194963
86	-2.638377672043177	-2.850099472363979	-5.948971914339296
87	-4.018195602729335	12.967991808752188	8.587905888252749
88	4.022031510183183	-7.479508196721326	-10.912209711470808
89	4.650494602470971	-2.26595110316039	-4.745741792150085
90	9.811342955757766	30.131613353089847	9.21282798833819
91	-4.0325029020448255	-12.401205626255845	-7.784896482173565
92	6.0628617153916196	2.251787284474517	-2.075948715639413
93	-1.7133081849284935	0.7702086293277546	-2.4228090921035204
94	-8.88902773190999	7.980854853072131	-1.9854307489295167
95	21.644232841552522	19.461911143181112	14.893222422947744
96	44.76082906506028	40.52118388126672	20.090275909484944
97	-18.500261238954124	-17.85282980247672	-21.49709512169622
98	2.137163084984806	-4.223457005456851	-7.243417381157727
99	-1.3051338904997607	-1.3033976793797848	-0.522336017939935
100	-4.220182217859559	-14.1155072883992	-4.6370496625475965
101	-3.0182524159732083	-6.432999815849243	-4.0611149147778605
102	13.794976744186044	21.770648822410294	0.7534555288461604
103	-9.392984200062784	-5.796945289981949	-7.778680763180063
104	-0.7607416870565658	-9.59366332103744	5.482254022152162
105	-7.039528710134903	-5.443446356275302	-1.18033892589159
106	-2.8016836702760344	-3.164408764007362	1.2169299858063738
107	6.30176681289494	9.236933918270054	9.844444444444449
108	17.686879088926574	22.48047307339594	6.555421459814298
109	-15.147791174994538	-20.241660642362902	-11.44725815743989
110	-1.615875158289029	-6.901463161983685	-3.7350564472604475
111	0.47784936954711554	0.017385257301810952	-9.309023324398822
112	-3.615918016691225	-8.711976360159923	0.7426790644106944
113	-7.9535868336861455	-0.5940820290186366	2.9261198860149875
114	2.880857686321974	-1.164617093820624	-2.501551729770341
115	-1.9202971628344727	-13.88038296057988	-8.229115185833592
116	-4.490733203663879	9.568818075434322	-0.913679637083888
117	-0.3301455152243875	3.5450213604995184	-1.4923173293046972
118	-3.640929629696288	4.086166541040171	1.9048776838482837
119	10.629314451720177	12.295613065518168	20.077450377616472
120	5.19116455012157	8.821233411397344	-1.3068199186867702
121	-11.527532509231023	-21.071673632337337	-15.446562698424984
122	-3.6672443045209917	0.766616612661025	-2.3682619924171604
123	-5.389114403307687	-7.968627450980392	-6.3747561158637325
124	-6.331193071524567	23.21885120163627	-3.9965134452771167
125	1.9873532068654072	11.878825604315793	2.969015789528612
126	0.875319126764964	-10.255934718100903	1.9347711517412023
127	-1.7366110384685385	-15.84693807260453	-0.522982391600479
128	-5.933094663932948	-0.07776368026850378	0.9195310391700389
129	0.8481275692279837	4.4441713770787175	-0.7309029325251828
130	-4.009003460285115	-9.72194988038747	3.0508914229844493
131	15.749814315768205	10.608166811468294	3.985826451481728
132	0.17254448256601052	2.3289608043358783	13.432891404737077
133	-5.023049274669702	1.132220303204761	-12.519288223513584
134	-3.458361288158329	-9.946869070208734	1.9524689678466558
135	5.402147828825207	-4.079396519027355	3.0764558639475865
136	-7.3824535377261356	-7.323931285971611	-7.184372405296102
137	0.278080576627886	-5.660377358490564	5.189495959984626
138	7.421909663679116	9.96984924623115	4.559462301678025
139	-9.523662009644468	9.769694754158294	-0.7844955003017446
140	3.3850719013923793	-13.824827241695104	-3.0111773209689403
141	-5.169673017905637	-4.275155789575393	4.857854364343623
142	3.970757715097264	15.654016955995147	0.5971934508073957
143	5.185077367489981	13.906100008726781	48.346573383191725
144	19.61786151471607	28.496456617506226	2.3096170153449407
145	-12.783982202447163	-10.639756737419503	-10.21979152379646
146	3.59048658796641	-1.7781484570475357	-10.017759275879854
147	-3.752659364904247	5.301949595815486	16.993131158789794
148	3.9808428334595476	11.376318420798	8.223236690147246
149	-1.0009054405165045	2.4645236026643573	-5.731206525686517
150	8.006680518137799	95.71804075633816	120.16689682149271
151	-7.420740170182455	-13.219345242393175	-7.890040136642256
152	4.287938915959202	-1.9686153129316324	-11.071657153879201
153	0.16858857643806857	-16.296044814123235	-7.443630519871036
154	1.6041855007790247	0.8598661529101577	-5.052603173588693
155	45.90519281373645	22.586158362488447	-3.107996424925304
156	1.4058374366659478	-17.360211261830173	10.119801154784327
157	-11.392105431514295	-3.397971538018794	-10.26826395996018
158	-4.602788387255146	-5.02557991411723	-4.499666040411057
159	19.935214337611995	-5.1919956733369474	-5.621290884625296
160	7.081555897720676	3.6189389617798042	-3.713028970119808
161	-16.022158052920034	-10.074651516152457	-4.122203369234029
162	100.56700958583039	27.057008521892428	31.274762003116933
163	-11.861643317985255	-16.49031511997687	-5.773604336818607
164	-5.386447540788382	-2.4764014863024784	-5.739148254688686
165	-5.982185188448469	11.281238167360854	14.078660777911523
166	-2.2911153456531963	-0.3041065010739459	-11.174440272170301
167	-4.935852641482711	-11.209470989761087	-10.795863148568287
168	4.902902825955351	48.94174174174174	53.30242253370568
169	-4.602765323086643	-13.060309369808223	-8.907289578430522
170	-7.277589211558492	-14.324675324675326	-8.521937154740186
171	-1.300926453278663	-3.1789341475562622	-8.024740859026593
172	-3.4931890859255077	-12.010467222831053	-2.6361179240097528
173	-6.814306385588182	8.177219694466316	-2.0759763746724644
174	32.51652379715415	7.528549273932057	0.18488256974843864
175	-5.985595181733885	-1.6760631091298421	-9.03220941676986
176	-8.336493800801577	-8.927658628736538	-0.10470427586086828
177	16.055036596708305	0.10493435501976478	4.438000323176567
178	-7.503680409766787	-5.380171131859299	13.955900125031874
179	-7.725812983245916	4.495800484361325	-7.3394663740812405
180	46.56127046984318	16.08767474543258	0.9445095678621129
181	-9.854805013927574	-23.37099651686347	-18.61653922957116
182	-12.112152709378634	-4.548226164079836	-9.564508975916397
183	-5.037378207691859	-2.476843113911542	-6.672068143899622
184	-0.9237447761677657	-3.5252783898052797	-4.560615925887845
185	-0.9473049920357255	10.638232207888393	-4.78632683227508
186	1.7943627300722227	-5.1605344640017705	3.176558581547809
187	-7.727765475451477	2.629489102620667	-4.852671527866633
188	3.8910115123734244	3.7113461152666503	-5.678944369393889
189	3.476588362079383	15.85332154305297	-4.793613945058766
190	6.452426431783891	18.649970184853885	-1.9242971930499948
191	-0.13644120963249406	5.021711161145063	8.644954928758352
192	-4.51310482985248	13.454691627426214	-0.5968471482482727
193	-18.379778516974696	-41.762413321860606	-17.589526117393646
194	-3.397894072286988	-9.397995248855665	-5.544438000800469
195	-6.4215526094669	-9.432755643665658	-6.503748670454257
196	-2.8820672066645443	3.4281881090241484	-5.064742878283383
197	-5.180771626142075	-9.189281447345948	0.9615759323487083
198	2.967226435536304	13.103785287373611	3.3995619071513374
199	-11.483473846194315	-20.904649539698895	-6.802359221307654
200	-1.9569093610698332	-6.067481826967523	4.385920993341017
201	-5.67646211903066	28.561842988145827	-3.3325339344812903
202	-1.2982526611769316	-7.887961029923446	-4.088477835885314
203	5.959677353714426	-3.3052544101537364	11.708104416922737
204	3.170201488696506	25.40432846316118	18.188891050043082
205	-6.733776096732896	-19.37634341609295	-21.906665099329956
206	-5.255300804700454	-6.471929214481662	-5.4610590962459185
207	-2.421617613602848	0.9584400561844006	-1.4340455795093874
208	-11.985458564680911	-5.315492266142883	-5.36410433134462
209	-0.8545331462713364	-7.567310601149572	3.751834951124877
210	-1.3804227359087946	0.5844398728258824	6.611533989953273
211	-7.536548900773624	-6.563473248733331	-7.509104750931044
212	1.422680412371136	4.402766031540722	-3.6472642737172265
213	-3.1275077304972285	-12.827599351948919	-1.9925193941632813
